Rg(e1972,e3750) 1
E(e2590,e6162) -1
Q(e1162,e150) 1
B(e150,e743) -1
B(e2703,e438) 1
B(e5273,e820) -1
ML(e24,e2244) -1
Ra(e990,e2047) 1
E(e3424,e4110) -1
Q(e2915,e1268) 1
ML(e2385,e446) -1
ML(e28,e6459) -1
Rg(e4484,e833) 1
Iw(e6224,e4505) -1
B(e2275,e2102) 1
ML(e3534,e274) -1
B(e711,e323) 1
Rg(e31,e1067) 1
Ra(e2435,e654) -1
E(e942,e1195) -1
Ra(e917,e2775) -1
E(e1644,e443) -1
Rg(e1065,e1840) 1
Rg(e3539,e309) 1
Ra(e978,e2731) -1
Q(e2966,e786) 1
Ra(e1507,e1003) 1
E(e272,e1103) -1
Rg(e1494,e443) 1
E(e370,e3467) -1
B(e2101,e439) 1
Rg(e918,e240) 1
Ra(e161,e161) -1
Ra(e5474,e1211) 1
Ra(e1121,e1068) 1
E(e495,e1777) -1
Rg(e2168,e503) -1
ML(e514,e4006) -1
E(e1891,e3738) -1
Rg(e64,e118) -1
ML(e6818,e371) -1
E(e1464,e105) -1
Rg(e1905,e1774) 1
Rg(e2447,e1032) 1
Q(e2473,e2928) 1
Rg(e2766,e275) 1
Ra(e802,e283) -1
ML(e3217,e48) -1
Rg(e1402,e105) 1
Ra(e2494,e330) 1
Ra(e6300,e5016) 1
Ra(e1838,e2469) 1
E(e2028,e4942) 1
Q(e510,e3952) 1
E(e355,e473) -1
B(e1900,e3511) 1
Ra(e1397,e588) 1
E(e330,e3891) -1
ML(e94,e3806) -1
Q(e166,e882) 1
Q(e5728,e5728) -1
E(e1004,e132) -1
Q(e986,e2580) 1
Ra(e1834,e4395) 1
ML(e28,e2866) -1
Ra(e990,e2091) 1
E(e510,e3302) -1
Rg(e3994,e446) 1
Q(e3563,e304) 1
E(e610,e582) -1
Iw(e2350,e2350) -1
Ra(e1214,e3770) 1
E(e370,e1683) -1
Rg(e2225,e1494) 1
E(e3310,e1005) -1
B(e1528,e364) 1
B(e1073,e495) 1
ML(e3839,e226) -1
Ra(e476,e58) 1
Ra(e5191,e534) 1
Rg(e591,e3800) 1
Ra(e1022,e4816) 1
Q(e1005,e3166) -1
B(e5810,e298) 1
B(e1604,e3385) -1
ML(e94,e1455) -1
Q(e2817,e1733) -1
Ra(e3561,e4792) 1
ML(e81,e782) -1
Ra(e1261,e3918) 1
E(e4733,e1295) -1
E(e17,e6785) -1
Ra(e64,e2383) 1
Rg(e62,e937) -1
Rg(e1400,e175) -1
Rg(e2173,e4585) 1
Ra(e2535,e2599) 1
ML(e354,e2625) -1
E(e166,e539) -1
ML(e2847,e3128) -1
Q(e443,e100) 1
E(e2815,e473) -1
Q(e2788,e1407) 1
Q(e1250,e309) 1
E(e5447,e702) -1
Q(e3084,e2535) 1
Iw(e911,e514) -1
E(e114,e2162) -1
Q(e123,e781) 1
Q(e1835,e2357) 1
Rg(e2174,e175) 1
Ra(e2881,e724) 1
Q(e676,e676) -1
Rg(e654,e2020) 1
Ra(e772,e1822) -1
ML(e41,e40) -1
Q(e89,e89) -1
B(e233,e781) -1
Ra(e2922,e408) 1
E(e1934,e1528) -1
ML(e2365,e2497) -1
Ra(e3124,e225) 1
Rg(e3062,e1454) 1
B(e4923,e4320) 1
ML(e4127,e740) -1
B(e3486,e3486) -1
B(e2599,e103) 1
B(e5148,e1749) 1
Ra(e5770,e1173) 1
E(e697,e1318) -1
ML(e301,e4866) -1
B(e175,e443) -1
An(e1248,e1572) -1
ML(e68,e658) -1
Q(e439,e64) 1
Q(e643,e4985) 1
B(e1037,e1454) 1
Q(e2138,e3612) -1
Rg(e2491,e3111) 1
E(e576,e175) -1
Ra(e3727,e852) -1
Rg(e2672,e2672) -1
E(e287,e1941) -1
Rg(e473,e2148) 1
Q(e2590,e622) -1
Q(e166,e3682) 1
Ra(e370,e322) 1
Rg(e495,e816) 1
ML(e2798,e31) -1
Rg(e27,e1579) 1
E(e33,e101) -1
E(e185,e2658) -1
B(e446,e502) 1
ML(e28,e2725) -1
Ra(e2325,e1068) -1
Ra(e3775,e4241) -1
E(e1431,e4212) -1
Rg(e661,e1454) 1
E(e909,e273) -1
B(e1662,e1579) -1
Ra(e31,e1173) 1
Rg(e83,e4106) 1
B(e1706,e2464) -1
Rg(e974,e446) -1
E(e443,e431) -1
Rg(e1129,e604) 1
Q(e598,e371) 1
Ra(e6612,e3436) -1
E(e1104,e11) -1
Q(e1250,e974) 1
E(e343,e2112) 1
Q(e2176,e2203) -1
ML(e98,e261) -1
Ra(e54,e764) 1
Q(e2833,e1426) 1
E(e1162,e7) -1
Ra(e3944,e2091) 1
Iw(e945,e2326) -1
Q(e880,e622) -1
ML(e2154,e711) -1
ML(e1538,e1159) -1
E(e5239,e119) -1
ML(e2678,e1169) -1
Ra(e2162,e510) -1
Rg(e1913,e472) 1
Ra(e2419,e4913) 1
E(e446,e2909) -1
B(e2384,e408) 1
Rg(e960,e2320) 1
Q(e91,e1229) 1
Q(e3016,e425) 1
E(e1174,e622) -1
ML(e514,e3936) -1
ML(e5804,e2186) -1
E(e398,e1228) -1
Q(e72,e2248) 1
ML(e354,e168) -1
E(e89,e175) -1
Iw(e472,e945) -1
B(e189,e457) 1
ML(e81,e2033) -1
E(e2037,e2037) -1
ML(e1305,e889) -1
E(e932,e1487) -1
Rg(e1155,e219) 1
ML(e354,e1627) -1
Ra(e2042,e2987) -1
B(e2164,e1938) -1
Rg(e4398,e1735) 1
Rg(e665,e3984) 1
Rg(e597,e597) -1
E(e2563,e2563) -1
Rg(e1505,e2148) 1
Iw(e1138,e950) -1
E(e355,e3014) -1
E(e1194,e562) -1
Rg(e2497,e2497) -1
Q(e3210,e3074) 1
E(e278,e1927) -1
E(e2042,e259) -1
Ra(e466,e1428) 1
ML(e331,e1138) -1
E(e633,e4894) -1
E(e2293,e719) -1
Q(e998,e2138) 1
Rg(e1988,e4276) 1
B(e5794,e1228) -1
ML(e5332,e144) -1
Rg(e622,e1161) 1
Q(e1431,e3155) 1
Q(e522,e4622) 1
Ra(e3367,e3367) -1
ML(e354,e4102) -1
Rg(e3706,e1919) 1
Rg(e1874,e1746) 1
B(e1909,e1487) 1
ML(e28,e1844) -1
Rg(e2003,e64) 1
E(e3171,e1411) -1
E(e1227,e2108) -1
B(e2050,e1919) 1
B(e1219,e57) -1
Q(e2407,e881) 1
E(e239,e591) -1
Q(e999,e1719) 1
ML(e81,e2632) -1
Rg(e416,e490) -1
ML(e6081,e3186) -1
Ra(e114,e2968) -1
E(e1616,e2172) -1
Ra(e1276,e33) 1
Q(e645,e359) 1
Q(e363,e291) 1
ML(e1248,e19) -1
Q(e1888,e1376) 1
B(e3143,e658) 1
E(e282,e542) -1
Rg(e1927,e963) -1
Ra(e3062,e833) 1
B(e1774,e919) 1
ML(e331,e2037) -1
B(e1688,e5751) -1
Rg(e122,e3416) 1
Ra(e397,e472) -1
B(e132,e1891) -1
E(e2020,e3539) -1
ML(e81,e490) -1
Q(e1748,e786) -1
Ra(e1042,e2546) -1
Q(e3787,e3982) 1
Ra(e4247,e634) 1
E(e375,e1121) -1
ML(e2691,e545) 1
Rg(e114,e309) 1
E(e633,e4102) -1
ML(e181,e1828) -1
Rg(e299,e1809) 1
Rg(e5803,e3805) 1
B(e602,e1782) 1
Ra(e3120,e1950) -1
Iw(e1835,e1756) -1
Q(e2329,e51) 1
Ra(e2118,e507) 1
E(e2945,e0) -1
B(e661,e2310) -1
ML(e301,e4921) -1
Ra(e3750,e443) 1
Ra(e5532,e122) 1
Ra(e480,e4668) 1
E(e1159,e892) -1
Rg(e4475,e1939) 1
Ra(e495,e1209) -1
ML(e4389,e2112) -1
Rg(e1010,e203) 1
Ra(e4082,e212) 1
Ra(e831,e4345) 1
Rg(e1402,e5899) -1
B(e4635,e6462) -1
E(e62,e1683) -1
Rg(e711,e2372) -1
ML(e954,e937) -1
Q(e472,e504) 1
Ra(e219,e2494) 1
Rg(e2426,e6086) 1
E(e1589,e3367) -1
B(e1483,e2857) 1
Rg(e2422,e1355) 1
Ra(e503,e1219) 1
Rg(e333,e3688) 1
ML(e1572,e427) -1
Q(e504,e1195) 1
Rg(e4638,e4638) -1
Q(e826,e2269) 1
E(e2353,e502) -1
Ra(e9,e33) -1
Q(e446,e2520) 1
Rg(e3576,e3040) 1
Rg(e31,e1776) 1
Rg(e360,e1156) 1
E(e1351,e52) -1
Rg(e191,e1332) -1
Ra(e4736,e1633) -1
Rg(e1950,e266) -1
E(e38,e472) 1
Q(e1260,e697) 1
Ra(e5311,e880) 1
Q(e1797,e137) -1
E(e201,e1138) 1
E(e64,e69) -1
Ra(e149,e1155) 1
E(e5119,e5483) -1
Q(e857,e1776) 1
ML(e338,e2794) -1
ML(e712,e193) -1
Rg(e485,e3190) 1
ML(e514,e1282) -1
ML(e828,e1162) -1
Ra(e610,e669) 1
ML(e611,e2022) -1
Rg(e5621,e5621) -1
E(e311,e298) -1
E(e261,e3178) -1
ML(e24,e4584) -1
Ra(e4528,e2344) 1
Ra(e4680,e1295) 1
E(e411,e1844) -1
Rg(e1108,e2930) 1
E(e735,e4894) -1
Q(e4431,e1335) 1
Ra(e2325,e165) 1
Ra(e1995,e2138) 1
ML(e5086,e1068) -1
B(e1897,e1520) -1
Iw(e2096,e6182) -1
Q(e1370,e2055) 1
ML(e514,e3721) -1
Ra(e1886,e1497) 1
Ra(e5460,e1773) 1
Rg(e912,e299) -1
ML(e2448,e857) -1
Ra(e3305,e1111) -1
Iw(e1157,e4658) -1
Rg(e3280,e658) -1
E(e165,e2043) -1
B(e345,e161) 1
Q(e248,e2625) 1
E(e1861,e1776) -1
B(e3763,e3268) 1
Q(e298,e937) 1
Ra(e1688,e2675) -1
Ra(e749,e1042) 1
B(e1007,e244) 1
E(e2382,e1230) -1
Q(e742,e245) 1
E(e219,e360) 1
ML(e2754,e1470) -1
Q(e2758,e1207) -1
Ra(e823,e134) 1
Ra(e2784,e860) 1
Iw(e1660,e1925) -1
ML(e1933,e4336) -1
Q(e201,e2871) -1
B(e4125,e4125) -1
Rg(e105,e102) -1
Ra(e3043,e175) -1
ML(e331,e124) -1
Q(e443,e149) 1
E(e2206,e816) -1
Rg(e3050,e1659) -1
Rg(e844,e69) 1
E(e2622,e5437) -1
Rg(e3132,e139) 1
E(e472,e1656) 1
ML(e788,e2351) -1
B(e1026,e105) 1
ML(e24,e2169) -1
ML(e24,e2283) -1
Ra(e114,e3451) -1
E(e4631,e4631) -1
Rg(e2163,e766) 1
Rg(e912,e2435) 1
Rg(e857,e999) 1
E(e4243,e844) -1
Q(e876,e823) -1
Ra(e4036,e413) -1
Q(e363,e4036) 1
E(e248,e201) 1
Rg(e298,e203) 1
Ra(e4313,e434) -1
ML(e904,e5891) -1
B(e782,e654) 1
E(e31,e988) -1
ML(e679,e1731) -1
Rg(e884,e536) 1
E(e651,e38) -1
ML(e81,e981) -1
Ra(e1207,e4850) 1
ML(e143,e1693) -1
Rg(e1223,e37) 1
E(e3295,e3287) -1
Q(e0,e109) 1
Rg(e60,e3085) 1
Rg(e3473,e3473) -1
B(e1454,e1693) 1
Iw(e398,e2326) -1
Ra(e216,e439) 1
ML(e338,e2752) -1
E(e1304,e1349) -1
E(e2208,e1141) 1
Rg(e2150,e2150) -1
Rg(e6485,e6485) -1
Ra(e1988,e1199) 1
B(e3791,e1127) -1
Ra(e3730,e857) -1
E(e4796,e75) -1
E(e196,e844) -1
B(e1397,e124) -1
ML(e933,e1861) -1
Q(e697,e472) 1
Ra(e418,e4363) 1
Ra(e502,e1776) 1
Rg(e132,e1255) 1
Rg(e1302,e2784) 1
ML(e1363,e362) -1
Ra(e1414,e2938) 1
Q(e281,e281) -1
E(e1155,e1633) -1
ML(e148,e2221) -1
Rg(e3022,e3022) -1
Q(e4670,e999) -1
Q(e473,e2723) -1
ML(e3446,e3064) -1
Rg(e219,e2434) 1
ML(e1363,e542) -1
Q(e786,e928) 1
Ra(e2943,e1086) 1
Ra(e1838,e1349) 1
Rg(e443,e925) 1
Ra(e2804,e2037) 1
E(e2670,e1722) -1
ML(e28,e2070) -1
Ra(e1161,e937) 1
Rg(e784,e784) -1
Q(e2253,e2253) -1
Q(e999,e2608) 1
Rg(e1466,e129) 1
B(e3459,e3459) -1
Ra(e4308,e2412) 1
Rg(e5006,e2042) 1
ML(e3997,e3085) -1
Ra(e495,e2692) 1
Q(e882,e334) 1
E(e507,e150) 1
Ra(e1962,e58) 1
Iw(e2898,e1137) -1
E(e201,e109) 1
Q(e215,e1182) 1
Q(e1812,e1138) 1
Ra(e325,e808) 1
Rg(e1205,e2443) 1
Rg(e2155,e298) 1
Rg(e2418,e5964) 1
ML(e2810,e1107) -1
Rg(e3040,e91) -1
Ra(e4264,e4088) 1
Ra(e5520,e2490) 1
E(e311,e3120) -1
Rg(e2590,e2383) 1
Rg(e219,e533) -1
Q(e4375,e1260) 1
Q(e2969,e273) 1
ML(e3641,e313) -1
Ra(e3268,e1693) -1
B(e2833,e1260) 1
Ra(e2162,e2843) -1
Ra(e2135,e6106) 1
Q(e2441,e823) 1
E(e311,e2037) -1
ML(e5595,e1586) -1
B(e291,e40) 1
Rg(e6111,e3038) 1
ML(e331,e5618) -1
Ra(e1064,e1320) 1
Q(e334,e1229) -1
Ra(e755,e1139) 1
Rg(e1891,e3773) 1
Rg(e1699,e802) 1
ML(e1535,e634) -1
Q(e3366,e2174) 1
Ra(e1082,e1407) -1
Ra(e1122,e831) -1
Q(e1286,e298) 1
E(e387,e1998) -1
Rg(e656,e1969) 1
Ra(e2322,e1141) 1
B(e1141,e5389) -1
Ra(e1806,e3547) -1
Rg(e711,e159) 1
Rg(e266,e1520) 1
Q(e524,e3797) 1
Ra(e996,e38) 1
B(e2804,e3122) 1
Ra(e1797,e5519) -1
E(e2606,e3799) -1
Q(e2218,e507) 1
E(e1421,e6385) -1
E(e89,e218) -1
E(e5061,e219) -1
E(e1826,e854) -1
Ra(e330,e398) 1
Ra(e3061,e2319) 1
ML(e1443,e1276) -1
Q(e2001,e1748) 1
Rg(e6568,e446) 1
Q(e2608,e1398) 1
Ra(e51,e711) 1
E(e1431,e867) -1
E(e2148,e533) -1
B(e3935,e766) 1
B(e974,e298) 1
E(e248,e867) 1
Ra(e1813,e2138) -1
Ra(e1064,e1383) 1
Q(e2865,e2302) 1
ML(e1800,e1896) -1
E(e2775,e567) 1
Ra(e663,e785) 1
ML(e1371,e3499) -1
Q(e166,e132) 1
Q(e147,e3128) 1
An(e6573,e6573) -1
Rg(e4756,e6331) 1
Ra(e438,e3055) 1
Rg(e425,e2941) 1
ML(e24,e1726) -1
Ra(e1925,e996) 1
Q(e438,e2731) 1
ML(e3425,e2943) -1
B(e262,e994) 1
Ra(e1891,e1601) 1
Q(e937,e1007) 1
Ra(e2826,e5979) 1
Rg(e109,e1505) 1
Q(e833,e700) 1
ML(e1472,e309) -1
Rg(e2508,e1144) 1
ML(e3413,e1182) -1
Rg(e1835,e889) 1
ML(e76,e1127) -1
Rg(e513,e0) 1
E(e1138,e3932) -1
Q(e1127,e5694) 1
Rg(e6738,e6738) -1
Ra(e419,e3170) 1
Rg(e2464,e2464) -1
B(e1357,e472) 1
Rg(e4223,e2733) -1
Ra(e2472,e425) 1
ML(e86,e740) -1
ML(e148,e5) -1
ML(e5685,e837) -1
E(e593,e2022) -1
Rg(e1398,e3640) 1
Ra(e2867,e4449) 1
Rg(e5016,e3875) 1
ML(e41,e2576) -1
Q(e1173,e2948) 1
ML(e1248,e1710) -1
E(e1493,e4059) -1
E(e2,e1891) -1
B(e4543,e510) 1
Ra(e816,e1479) 1
Rg(e1494,e2840) 1
Ra(e3319,e471) 1
E(e4376,e370) -1
Ra(e1068,e5205) 1
Q(e4163,e4809) 1
Rg(e120,e6698) 1
Rg(e5124,e2721) 1
Rg(e3321,e1162) 1
Rg(e4335,e1688) 1
Q(e1920,e1326) 1
B(e4245,e3063) 1
B(e2258,e60) 1
ML(e1290,e2441) -1
ML(e624,e298) -1
Q(e203,e996) 1
B(e3000,e3596) 1
E(e848,e472) 1
Rg(e772,e353) -1
ML(e133,e6261) -1
ML(e354,e3128) -1
Rg(e1173,e153) 1
Ra(e698,e2055) 1
Ra(e7,e3222) 1
Rg(e38,e219) 1
Ra(e114,e1688) 1
ML(e81,e1053) -1
Ra(e3302,e4289) -1
Ra(e2888,e446) -1
Ra(e3658,e844) -1
E(e2463,e537) -1
ML(e133,e333) -1
Q(e2091,e3452) 1
Q(e661,e472) 1
Q(e802,e240) 1
Ra(e419,e1678) 1
E(e2088,e1950) -1
Rg(e588,e635) 1
B(e2606,e175) -1
ML(e5806,e711) -1
Rg(e4974,e4657) 1
E(e2315,e1683) -1
Q(e5729,e1859) 1
Ra(e3067,e253) -1
ML(e81,e1073) -1
Ra(e2506,e4624) 1
ML(e76,e2276) -1
Q(e5124,e2499) -1
Rg(e3266,e202) 1
E(e1103,e4426) -1
B(e5987,e105) 1
Ra(e410,e1747) 1
ML(e133,e3539) -1
B(e654,e4653) 1
Ra(e1245,e711) 1
B(e618,e2091) 1
Rg(e446,e4074) -1
Ra(e58,e749) 1
Q(e3467,e266) 1
Rg(e1450,e834) -1
Rg(e4796,e373) 1
E(e1315,e1209) 1
B(e1767,e768) 1
E(e1618,e660) -1
Rg(e1037,e2729) 1
E(e1155,e3408) -1
Q(e124,e711) 1
B(e1688,e48) 1
ML(e1290,e1948) -1
B(e93,e785) 1
Q(e711,e986) 1
Ra(e1808,e485) 1
Q(e515,e1779) 1
Rg(e105,e60) 1
ML(e1624,e1505) -1
E(e3021,e5348) 1
Rg(e1776,e1888) 1
Ra(e119,e759) -1
B(e4667,e1097) 1
Ra(e5132,e366) 1
Rg(e654,e42) 1
Rg(e3648,e89) 1
Ra(e2828,e272) -1
Rg(e5616,e5785) 1
E(e140,e472) -1
E(e634,e166) -1
E(e122,e443) 1
Iw(e1157,e148) -1
E(e1888,e1195) -1
Ra(e1402,e175) 1
ML(e81,e4375) -1
B(e1483,e194) -1
E(e119,e3800) -1
ML(e901,e206) -1
Ra(e3202,e4930) 1
ML(e2695,e5674) -1
Rg(e471,e2737) -1
ML(e954,e1336) -1
Q(e1145,e216) 1
Rg(e3898,e255) -1
Rg(e4619,e5129) 1
Q(e4938,e1722) 1
ML(e24,e6663) -1
Rg(e1332,e480) 1
E(e5389,e2247) -1
B(e2241,e443) -1
Rg(e3071,e4853) -1
Rg(e1748,e1688) -1
Ra(e3714,e3714) -1
E(e60,e1540) -1
B(e4510,e2804) 1
E(e472,e1169) 1
ML(e24,e5810) -1
Q(e87,e783) 1
ML(e133,e4939) -1
E(e2762,e201) -1
B(e519,e2688) -1
Q(e826,e6335) 1
E(e1239,e1195) -1
Q(e825,e2080) 1
Q(e1806,e928) -1
ML(e2646,e456) -1
ML(e1359,e2505) -1
E(e385,e443) -1
B(e683,e2787) 1
ML(e148,e3486) -1
Q(e443,e937) 1
Q(e343,e996) -1
Rg(e219,e333) 1
Ra(e749,e1749) -1
E(e2766,e370) -1
E(e1466,e1699) -1
Q(e958,e2384) -1
E(e243,e1749) -1
Rg(e48,e3738) 1
Ra(e309,e510) 1
E(e1932,e1776) -1
B(e4573,e2105) 1
Q(e2159,e87) 1
Q(e5111,e273) 1
Rg(e1920,e363) 1
Q(e711,e832) 1
Ra(e309,e1939) 1
Q(e5036,e623) -1
Q(e2218,e876) -1
Q(e2276,e3143) 1
Rg(e1141,e5768) -1
Iw(e1942,e996) 2
Q(e4530,e4649) 1
Ra(e54,e831) 1
E(e1182,e556) -1
ML(e3929,e1891) -1
Q(e412,e1397) 1
Ra(e3574,e2062) -1
Q(e93,e291) 1
ML(e143,e848) -1
ML(e81,e5705) -1
ML(e81,e2918) -1
ML(e4104,e833) -1
Ra(e837,e537) -1
E(e782,e1205) -1
Ra(e2532,e816) 1
Ra(e1773,e4414) 1
E(e3345,e60) 1
ML(e1359,e3697) -1
E(e633,e2991) -1
Ra(e1142,e1377) 1
E(e2080,e2483) 1
E(e3602,e2196) -1
E(e443,e1706) -1
E(e1159,e480) -1
E(e2355,e151) -1
ML(e81,e2860) -1
B(e4507,e219) 1
Rg(e1340,e286) 1
E(e105,e562) -1
ML(e1299,e1520) -1
Q(e4159,e3982) -1
Rg(e1497,e341) 1
Rg(e1397,e510) 1
Rg(e2550,e1623) 1
Ra(e2703,e743) 1
Rg(e323,e2948) 1
Q(e524,e2024) -1
Ra(e1162,e4642) 1
Rg(e809,e130) -1
ML(e514,e274) -1
E(e334,e215) 1
Rg(e443,e1349) 1
Rg(e2024,e1797) -1
Q(e2383,e1058) 1
E(e371,e1751) -1
Rg(e2080,e4153) 1
Ra(e1349,e1146) 1
ML(e24,e3859) -1
Iw(e5788,e81) -1
Q(e912,e1965) 1
Rg(e513,e2490) 1
Q(e760,e2159) -1
B(e4220,e2584) -1
Ra(e3457,e114) 1
ML(e81,e2121) -1
Rg(e1777,e325) 1
B(e1205,e802) 1
Ra(e5358,e3640) 1
E(e311,e1950) -1
Rg(e2392,e425) 1
B(e2603,e4202) 1
Iw(e705,e950) -1
Iw(e398,e331) -1
B(e1127,e1133) 1
Q(e1161,e622) 1
Ra(e6605,e1887) -1
Q(e1927,e309) 1
E(e999,e2174) -1
Rg(e2970,e1014) -1
E(e2874,e3898) -1
Ra(e2438,e1558) 1
Ra(e1432,e1809) 1
Rg(e1286,e1939) 1
E(e3115,e558) 1
Q(e2441,e1559) 1
Ra(e1475,e970) 1
Ra(e1962,e1530) 1
Ra(e495,e0) 1
Rg(e272,e363) 1
Rg(e1777,e1215) 1
B(e2205,e175) 1
B(e6108,e219) -1
Q(e2620,e1100) 1
ML(e354,e2514) -1
Ra(e3727,e261) 1
Ra(e4833,e4016) 1
ML(e2243,e3495) -1
Rg(e361,e361) -1
B(e2147,e1229) -1
E(e1870,e567) -1
E(e31,e16) -1
B(e502,e3481) 1
Ra(e2272,e1870) 1
ML(e86,e770) -1
Ra(e3785,e4408) 1
Rg(e150,e325) -1
Rg(e3867,e502) 1
Rg(e175,e1383) 1
Rg(e2599,e101) 1
ML(e28,e4340) -1
ML(e81,e5166) -1
E(e776,e2001) -1
Rg(e72,e1518) 1
ML(e41,e2778) -1
Ra(e2295,e4246) -1
Ra(e2867,e821) 1
ML(e143,e654) -1
Iw(e945,e3728) -1
E(e375,e1861) -1
B(e12,e389) 1
E(e363,e2038) 1
Rg(e755,e616) -1
ML(e28,e3553) -1
Rg(e3877,e2235) -1
B(e3064,e715) -1
Q(e134,e3982) 1
B(e3132,e1884) 1
Rg(e1376,e1007) 1
ML(e6817,e2382) -1
E(e886,e558) -1
Rg(e2407,e2407) -1
B(e472,e2147) -1
ML(e86,e651) -1
Rg(e3091,e3091) -1
ML(e869,e990) -1
Ra(e3786,e2734) 1
Rg(e122,e889) 1
Q(e17,e1454) 1
ML(e81,e314) -1
B(e1014,e413) -1
Q(e692,e694) 1
Rg(e128,e2105) -1
B(e2199,e38) 1
Rg(e781,e1891) -1
Q(e275,e719) 1
ML(e133,e2022) -1
E(e2257,e47) -1
ML(e24,e129) -1
E(e2505,e2835) -1
ML(e4389,e144) -1
Ra(e1517,e2987) -1
ML(e2095,e1765) -1
E(e842,e1699) -1
Q(e6045,e410) 1
Q(e635,e361) 1
ML(e148,e2359) -1
B(e1188,e711) -1
E(e375,e3705) -1
Ra(e669,e1569) 1
Rg(e1127,e4724) -1
ML(e24,e1091) -1
Ra(e255,e89) 1
Rg(e980,e410) 1
B(e2579,e2499) 1
B(e4796,e510) -1
B(e332,e3345) -1
Ra(e885,e130) 1
Ra(e2047,e275) 1
E(e2753,e482) -1
Rg(e64,e1349) -1
B(e325,e1678) -1
Ra(e1774,e1320) 1
Rg(e909,e175) 1
E(e415,e1909) -1
Rg(e558,e3115) -1
ML(e6152,e5979) -1
Ra(e1156,e3959) 1
E(e237,e2483) 1
Rg(e2218,e2218) -1
Ra(e58,e5128) 1
Rg(e4180,e160) -1
ML(e81,e5141) -1
ML(e81,e2297) -1
Rg(e994,e212) 1
E(e2097,e743) -1
ML(e143,e1805) -1
ML(e2448,e330) -1
Rg(e1151,e1151) -1
ML(e901,e2452) -1
Ra(e332,e1038) -1
B(e802,e3000) -1
E(e2831,e613) -1
E(e123,e1378) -1
Rg(e353,e2698) -1
Rg(e3266,e1081) 1
Q(e6055,e5148) 1
Q(e2469,e1245) 1
Rg(e2186,e3499) 1
Rg(e1643,e255) -1
Ra(e536,e19) 1
ML(e331,e201) -1
Rg(e3932,e2731) 1
ML(e514,e2359) -1
ML(e1572,e2796) -1
Ra(e225,e1475) 1
Ra(e4772,e57) 1
B(e2866,e556) 1
Q(e2218,e1138) 1
Ra(e139,e604) -1
Ra(e3721,e1581) 1
Ra(e160,e625) -1
ML(e3843,e472) -1
E(e277,e3136) -1
B(e7,e2967) -1
ML(e28,e274) -1
E(e2726,e766) -1
Ra(e1575,e635) 1
Rg(e767,e3052) 1
E(e375,e1897) -1
E(e1842,e2609) -1
E(e287,e47) -1
Iw(e573,e1567) -1
Rg(e3885,e1173) 1
B(e446,e1413) -1
Rg(e4463,e3757) 1
Q(e2987,e2635) -1
Q(e1829,e1413) 1
Rg(e5964,e2418) 1
Ra(e2363,e309) 1
Rg(e5102,e495) 1
ML(e1933,e2694) -1
Ra(e1887,e823) -1
E(e5312,e353) -1
Rg(e2804,e2674) 1
B(e3695,e57) -1
E(e2675,e69) -1
Rg(e4492,e2923) 1
Rg(e446,e1688) -1
Ra(e1822,e1586) -1
Rg(e64,e834) 1
Ra(e825,e1612) 1
Ra(e140,e248) -1
Rg(e446,e2179) 1
Ra(e1168,e368) 1
E(e355,e5618) -1
Ra(e443,e1005) -1
ML(e514,e1007) -1
Q(e1108,e60) 1
Ra(e610,e4091) 1
Ra(e255,e1487) 1
E(e428,e37) -1
E(e810,e622) -1
E(e1813,e4241) -1
Ra(e4677,e3155) 1
Rg(e2969,e2235) 1
ML(e5332,e802) -1
E(e375,e1641) -1
E(e596,e150) -1
E(e1662,e134) -1
E(e633,e3532) -1
Ra(e1722,e1032) 1
ML(e94,e47) -1
E(e2738,e304) -1
E(e274,e258) -1
Rg(e472,e2186) 1
Ra(e1014,e533) -1
Ra(e830,e333) 1
ML(e841,e978) -1
Q(e119,e3574) 1
Ra(e1318,e1984) -1
ML(e514,e1926) -1
B(e439,e446) 1
Iw(e1222,e6756) -1
B(e4649,e731) -1
Q(e1898,e1774) 1
Rg(e2236,e676) 1
E(e2061,e298) -1
B(e2241,e1326) 1
Ra(e1271,e485) -1
Rg(e3020,e2312) 1
Q(e6,e844) 1
E(e889,e504) 1
Q(e1713,e962) -1
Rg(e676,e322) 1
Ra(e1300,e295) 1
E(e844,e212) -1
Q(e802,e139) -1
B(e2979,e1688) 1
Rg(e757,e653) 1
Rg(e314,e1138) 1
ML(e354,e4250) -1
Q(e3345,e6729) 1
Rg(e3968,e3968) -1
B(e823,e1127) 1
B(e696,e5767) -1
Q(e1733,e823) 1
Q(e2003,e1318) 1
B(e2098,e1905) 1
Q(e622,e201) 1
ML(e3560,e217) -1
Rg(e58,e635) 1
ML(e331,e6480) -1
Q(e2726,e2162) 1
ML(e1322,e3745) -1
E(e984,e64) -1
Ra(e2588,e678) 1
ML(e913,e1267) -1
E(e2174,e1891) -1
E(e1428,e322) 1
Ra(e1376,e2968) 1
Ra(e309,e54) 1
ML(e1248,e3503) -1
Q(e998,e2478) 1
E(e2,e857) -1
E(e146,e363) -1
Ra(e735,e918) 1
Ra(e912,e1731) 1
Rg(e366,e453) 1
Rg(e2520,e1411) 1
E(e109,e272) -1
E(e598,e102) -1
Ra(e4060,e1068) 1
Ra(e998,e534) 1
ML(e1363,e1995) -1
B(e755,e608) 1
Ra(e1349,e1487) 1
Rg(e2804,e48) 1
